TF,target,importance
POU2F2,IL7R,5.317496276
SETBP1,AP001453.2,5.317479385
ZNF620,LIPE,5.317445719
FOXN2,RTCA,5.317423277
HSPA5,GINM1,5.317411425
ANXA1,GCA,5.316952436
MYBL2,PPM1K,5.316871696
FOS,OGT,5.316697692
TRIB1,H1F0,5.316587607
CEBPB,AGO4,5.316513524
HSPA5,ARHGEF10L,5.316353605
ESR1,CD5,5.316311671
RORA,AC016831.5,5.316057108
ENO1,EPRS,5.315950392
RXRA,PDCD6,5.315882181
ENO1,SELPLG,5.315832858
ZNF366,WDFY4,5.315698815
ZNF329,TTC39B,5.315519955
RXRA,ITGAX,5.315422985
SPI1,VMA21,5.315284631
YWHAE,ZEB2-AS1,5.315275925
SEMA4A,CEP85L,5.315074994
SPI1,MARK3,5.315068617
TRIB1,RRP12,5.314990489
LMO2,DICER1,5.314753487
ODC1,TSPOAP1-AS1,5.314749676
PRDX5,C4orf3,5.314482751
KLF10,PREX1,5.314464695
TPI1,EID1,5.314301471
ZKSCAN3,ADGRG5,5.314159568
YBX1,07-Mar,5.314138917
CEBPB,BMP2K,5.314117658
ZEB2,GPI,5.314085771
IRF8,NAT8L,5.313870594
KLF6,TNRC18,5.313867225
NFATC3,IGFBP7,5.313703216
ZNF710,TMEM41A,5.313576603
MAFB,KCNAB2,5.313165064
ELF2,C3orf14,5.312882685
LRRFIP1,TRIM44,5.312816131
SPI1,ENTPD1,5.312608562
SPI1,COPB2,5.312605197
KLF4,TXNRD2,5.312371093
MEF2C,HSP90AB1,5.312307875
CEBPG,RAB30-AS1,5.312114334
H2AFY,HSPA1A,5.312081861
IKZF3,06-Sep,5.312029275
CEBPG,TP53I3,5.312007265
KLF10,TYROBP,5.311899018
JUNB,UBE2D3,5.311892324
KDM5D,ZNF148,5.311821305
MEF2D,POLR2A,5.311717673
RPL35,TMED2,5.311236351
TPI1,ADA2,5.31112781
RXRA,MAP3K1,5.311121066
SFT2D1,SELENOF,5.311078997
MYLK,CAPN1,5.31097159
POU2AF1,IFT57,5.310968383
ZNF333,FBXO5,5.310925421
LRRFIP1,CFP,5.310865775
PCK2,CHCHD10,5.310828473
H2AFY,DENND4B,5.310639759
CEBPD,WDR26,5.310390749
KLF2,SYTL1,5.310216979
FOS,RHOH,5.310163952
ZBTB25,RNF213,5.310050955
MYBL2,NRP1,5.309458487
SPI1,UBE2W,5.309417256
EOMES,TPST2,5.30933334
LRRFIP1,MAFB,5.309209732
ZFHX3,CFP,5.309175285
IRF8,GTF2I,5.308930276
GFI1B,MMRN1,5.308921089
P4HB,CHCHD2,5.308814161
ANXA1,CCDC112,5.308743654
ENO1,PARK7,5.308740192
MYBL1,PAXX,5.308660239
YBX1,SARS,5.308634035
MAFB,RAB32,5.308606497
BCL11B,SATB1,5.308606113
TAGLN2,TPM1,5.308319497
PRDM11,FDX1,5.308007943
KLF4,AKAP13,5.307994873
CEBPB,RBPJ,5.307944343
FOSB,RBM14,5.307925655
MYCL,DCAF13,5.307789239
GFI1,ADAM22,5.307750644
TCF7,AC005842.1,5.307701073
ANXA1,SWAP70,5.307668579
HCLS1,DBNL,5.307500376
ATF4,PABPC4,5.307268616
KLF13,FAM104B,5.307177415
PKM,NDUFS7,5.30703381
BCL6,DCAF7,5.306648228
ZNF22,TGIF2,5.30655168
CEBPD,EIF4G2,5.306510679
CREBZF,RAB6B,5.306493545
KLF4,SIRPB2,5.306315192
TPI1,RNPEPL1,5.306054501
JUN,C11orf58,5.306024011
ENO1,DNAJC7,5.305986515
HCLS1,SNRPE,5.305884343
JUN,LINC01871,5.305878304
RAN,NUDT5,5.305871269
YBX1,LSM7,5.305813609
IRF5,HNRNPC,5.30580948
CEBPD,IGBP1,5.305644596
MAX,CTSA,5.305493374
CEBPB,XIAP,5.305378336
IKZF1,YBX1,5.305231235
RAD21,PTPN7,5.30515662
SPI1,MSRA,5.305044449
ANXA1,CRISPLD2,5.304908239
KLF4,PADI4,5.304805856
ZEB2,NUS1,5.304613279
SMAD2,VAMP5,5.304579674
FOS,DPP8,5.30437652
H2AFY,TNS3,5.304316929
LMO2,TRPC4AP,5.304316564
FOS,SERINC3,5.304282284
TFDP2,TBX21,5.304205624
RPS4X,DEF6,5.30411494
RXRA,MTCH2,5.304034191
IRF1,ATP5MC3,5.303997712
MAFB,RASGRP4,5.303919593
ZEB2,CPT1A,5.303832756
ID2,POLR2B,5.303458722
KLF6,OSCAR,5.303446162
RXRA,ARL6IP5,5.303307402
MYCL,UQCRFS1,5.303203788
ZNF575,AC012467.2,5.303194106
LRRFIP1,MT-CO2,5.303188008
ZBED1,KNDC1,5.303028175
IRF1,RBCK1,5.302734734
NFIC,LRRC8A,5.302627385
RPS10,GZMM,5.302504972
RXRA,SH3GLB1,5.302466193
LRRFIP1,DNAJA2,5.302355483
FOS,USP48,5.30227477
RBM3,ATL3,5.302195606
IRF8,SLC25A20,5.301774102
HNRNPC,DAZAP1,5.301761956
RXRA,MSRB1,5.301615145
RXRA,CXCL16,5.301605349
RNF114,TCEAL3,5.301580171
RPL35,HNRNPA3,5.301552293
HSPA5,COMMD3,5.301081194
AKR1A1,MYSM1,5.301065063
XBP1,AKNA,5.301061912
NFIL3,RIOK3,5.300874503
CXXC1,TPD52,5.300753112
UQCRB,LPP,5.300715539
CEBPB,NCOA4,5.300654008
NCBP2,MRPL40,5.30054995
CEBPD,GABARAPL1,5.30050016
RAN,S100A10,5.30036039
ZEB2,UBE2Z,5.300224324
P4HB,COMT,5.300052304
CUX1,VDAC2,5.299874975
ZNF48,AL691432.2,5.299542185
UBB,COX6C,5.299214069
TPI1,TWF2,5.299191364
CEBPA,SLC43A2,5.299175008
ZBTB44,NUBP2,5.29908041
KLF4,FAM53C,5.298928505
POU2F2,TCF7,5.298872279
LRRFIP1,MGRN1,5.298833756
POU2F2,FIBP,5.298583803
MXD1,HK1,5.298542232
H2AFY,NFAM1,5.298445831
IRF4,PALD1,5.298374709
FOS,FAM129B,5.298236353
HCLS1,VMA21,5.29820496
RPL35,RBMX,5.298139349
RFXANK,HLA-DQA1,5.298112946
RXRA,DNAJB6,5.29810377
IRF8,PHEX,5.298018501
CNOT3,ARNT,5.297973216
ANXA1,ZMYM6,5.297950126
KLF6,FAM50A,5.297669336
NFE2L2,MT-ATP8,5.297664591
ZNF563,IL21R,5.297657487
HMGB2,PFN1,5.297629983
IRF8,PRKD3,5.297525899
CYCS,MPG,5.29747733
RUNX2,P4HB,5.297384305
SSRP1,HIP1R,5.297040144
H2AFY,HSD17B12,5.296829748
CEBPA,FOSL2,5.296823947
NR2C1,SLC7A6,5.296698427
JUND,NOTCH2,5.296540473
IRF8,CD27,5.296405446
HINFP,PEG10,5.29631696
ENO1,DYNLRB1,5.296026603
POU2F2,GALK1,5.295955526
BCL11A,PRRG2,5.295799193
EGR3,NME4,5.29579574
RPS10,CNN2,5.29566612
MEIS1,KLRF1,5.295533368
ZNF385A,BRI3,5.295412982
CSTF2,CHURC1,5.295120524
KLF10,CAST,5.294699198
HMGB1,PPIA,5.294658361
STAT6,MRPL45,5.294632063
JUND,VPS35,5.294442336
YWHAZ,DAZAP2,5.294325892
SPI1,BAG4,5.294298472
YWHAE,HNRNPH3,5.294260403
KLF4,HNRNPUL2,5.294055747
TCF7,HHEX,5.293979811
YBX1,INSIG1,5.293955868
TCF7L2,C3,5.293953338
MAGOH,PACS2,5.293638654
HOXB4,LCN12,5.293416699
KLF10,NFKBIA,5.293296155
ILF2,HSP90B1,5.293286919
RORC,PRDM1,5.293177737
LMO2,NINJ1,5.293097245
ANXA1,SLC37A2,5.293011632
YBX1,SRGAP2,5.293002502
KLF4,DBI,5.292908526
CEBPD,CD79A,5.292816018
BACH2,FCER2,5.292775203
MEIS1,VEGFC,5.292710288
KLF6,DOCK2,5.292676777
PKM,AP3S2,5.292674731
ZNF385A,OSBPL8,5.292636878
JUND,PLEKHG2,5.292562458
EZR,SRC,5.292404038
ZNF385A,BANP,5.292400964
E2F5,CD79A,5.292397963
CEBPD,DUSP22,5.292314249
LRRFIP1,NDUFB4,5.292167766
RORA,TRAF3IP3,5.291891936
TPI1,RAB11FIP1,5.291703534
H2AFY,ZNF277,5.291577589
H2AFZ,MRPL2,5.291442028
ZSCAN26,RUBCNL,5.291254446
TFDP1,CXCR3,5.291239295
UQCRB,RPS29,5.291065795
SNRNP70,MRPL57,5.29106369
LSM6,RPS6KA1,5.290738822
FEZ1,CD320,5.290733522
CEBPA,CDC42EP3,5.290704059
RBM3,NSD1,5.29056238
KLF4,HCAR3,5.290483331
RPS4X,HAX1,5.290466794
RUNX2,KCTD5,5.290369323
CEBPB,STXBP5,5.290213162
POLE3,WBP11,5.290204604
FOS,AL390036.1,5.29015573
BANP,NBPF14,5.290066889
MAFB,CEP170,5.289964385
MNT,PRPF4B,5.289688039
HES4,SMAD2,5.289616725
KLF4,PDLIM5,5.289449074
ELF4,LTBR,5.289238575
RPS4X,PRSS23,5.289060312
TAGLN2,CYB5R3,5.288906124
KLF6,RNF19B,5.288825452
GTF2I,ZNF277,5.28881292
IRF1,RYBP,5.288464769
ODC1,TPST2,5.288457527
LYL1,IGF2BP3,5.288424592
ZEB2,C1orf43,5.288383604
CTBP1,FNDC3A,5.288310916
ENO1,TPMT,5.288261945
RBM3,SLIRP,5.288229182
PKM,RRP12,5.287995377
SPI1,HPS3,5.28787537
ENO1,EIF3H,5.287741744
SP4,MTERF4,5.287618292
IRF7,SRPRA,5.287615487
FOS,GYS1,5.287454047
RPL35,ARMC6,5.28745343
GTF2A2,RTN1,5.287079739
FOSB,JARID2,5.287017788
ARNTL,NSMCE2,5.286873208
RBM3,ANXA7,5.28686768
CEBPA,SPI1,5.286834145
RBM3,COPS5,5.28673831
YBX1,JUND,5.286496482
LRRFIP1,SIGLEC7,5.286436898
CEBPB,FKBP5,5.286358485
CREB5,HIPK3,5.286222205
TRIB1,RETN,5.286163433
ENO1,SAT2,5.285899001
ZBTB44,WRAP53,5.285827833
SMAP2,SSH2,5.285647114
ZSCAN20,SH3BGRL2,5.285548518
YBX1,RPS27,5.28537239
TPI1,TTC17,5.285370488
SPIB,PLEKHG1,5.285333474
ZKSCAN1,FAM135A,5.285141674
TCF7L2,ZFC3H1,5.285125548
POU2F2,ISG15,5.285071142
CEBPD,SAT2,5.284816197
NFE2L2,UBA1,5.284769857
KLF6,RTRAF,5.284459225
YBX1,SUMO3,5.28441625
ZNF527,TCAIM,5.28425923
ANXA1,CAPZA2,5.284076283
FOS,TMEM123,5.284026653
HCLS1,SEM1,5.283941044
SMAD2,DGLUCY,5.283908156
H2AFY,ACSS2,5.283899256
ZEB2,BAX,5.283886626
SPI1,TPMT,5.283689921
HES4,RAP1GAP2,5.283656996
LMO2,H3F3B,5.283650824
ENO1,PKN1,5.283249312
CEBPD,SLC15A3,5.283242405
APEX1,PRPF19,5.28315972
ZNF559,SH3BP5,5.283043819
ATF4,CREB3L2,5.283034664
KLRG1,CD160,5.282884575
ZFHX2,FAM30A,5.2828518
ZBED1,ICMT,5.282735749
HMGA1,HLA-DOB,5.282681257
SPATS2,AIM2,5.282647139
RPL35,SNRNP70,5.282616918
ETS1,RPS10,5.282612502
YBX1,NBPF14,5.282442685
SP110,LPCAT1,5.281509687
IKZF3,FAM107B,5.281483834
ELF3,BEND4,5.280831077
ZBTB24,PPIP5K2,5.280555794
FOS,ATP5ME,5.280442436
HNRNPC,NCL,5.280245578
BACH1,MTCH1,5.279897088
KLF3,MAP1S,5.279495455
HMGB1,TOR1A,5.27948317
IRX3,NEXN,5.279259855
LMO2,LRRC47,5.279182229
ZEB2,SRSF9,5.278887099
ZNF689,GPR171,5.278768635
RBM3,ARHGDIA,5.278753443
IKZF5,HADH,5.278746424
ZFPM1,TLE4,5.27874518
SPI1,AHCYL1,5.278557883
YWHAZ,CR1,5.278485771
ZNF385A,GNAI2,5.278359488
ESR1,BICDL1,5.278295418
UBB,HCST,5.278176222
HMGB1,DBNL,5.278075219
BHLHE40,SEC24D,5.277768653
ZEB2,LEPROT,5.277710937
FOSB,RBM5,5.277683309
FOS,AP3S1,5.277558163
JUNB,ACTN1,5.277168678
RORA,ABHD17A,5.277072906
ZDHHC24,BAIAP2-DT,5.276977989
ETS1,NIPAL3,5.276952123
XBP1,PHB2,5.276563128
HMGB2,GTF2I,5.276469361
PKM,TPMT,5.276391754
SPI1,GPAT4,5.276346262
ETS1,HSPE1,5.276315381
TPI1,MSN,5.276246895
CERS2,PLA2G12A,5.276234931
UQCRB,ATP5PF,5.276190881
BATF3,HMGA1,5.276084683
ZEB2,ELOB,5.276077786
ZBTB24,TXNDC9,5.276058076
ZNF385A,POGZ,5.275830843
SNRPB2,APOL6,5.275600454
YBX1,LMBRD1,5.275289435
FOS,SUSD1,5.275121954
ZEB1,CPNE3,5.275076779
SEMA4A,LGALS1,5.274968552
LYL1,TNIK,5.274575592
IKZF3,PNOC,5.274544657
H2AFY,REL,5.274463435
YWHAZ,FLNA,5.274334409
USP39,GPCPD1,5.274114715
CEBPD,TFE3,5.274032513
IRF7,SLC35F3,5.273889615
ZNF805,ARL10,5.273809123
FOS,VASP,5.273754143
CEBPD,BHLHE40,5.273740544
TCF7L2,UBB,5.273718102
ETS1,ANK3,5.273662428
ZNF385A,AP2M1,5.273494276
YWHAE,SET,5.27347841
RXRA,PTP4A1,5.273252504
RPL35,PDE7A,5.273024762
DAZAP1,CHPF2,5.272541186
EOMES,LTK,5.272441423
RPS10,HMOX2,5.272441331
HES4,BCL7B,5.272088705
MEF2C,PAPOLA,5.271884333
IRF7,VAMP8,5.271872888
ENO1,RAC1,5.271172908
ZNF683,MIOS,5.271138582
BCLAF1,LRRC8C,5.27105917
RUNX2,SETBP1,5.270987552
KLF4,AC005280.2,5.270858104
CEBPA,ANXA2,5.270849855
RAB7A,PIGT,5.270744511
IRF8,IGHM,5.270730044
ENO1,PTPN12,5.270443385
CEBPD,LACTB,5.270397911
H2AFY,SRP72,5.269840855
LRRFIP1,STXBP2,5.269772047
BCL6,S100A12,5.269766211
UBB,APOBEC3G,5.269728582
TPI1,TMBIM4,5.269632441
SND1,USO1,5.269599054
TIA1,TMEM91,5.269584006
ZNF136,FUT4,5.269433259
RAN,TCERG1,5.269375937
H2AFY,HAUS4,5.269029815
ZHX2,TECR,5.268888579
ZNF79,CENPO,5.268851025
LEF1,ATP10A,5.268735239
ZBTB26,ZFYVE19,5.268661621
LRRFIP1,TNFAIP2,5.268448965
SEMA4A,SEC13,5.268315569
MAFB,CMTM7,5.268186031
ENO1,MRPS11,5.268152051
SEMA4A,CLEC10A,5.268054409
ETV6,RFTN1,5.268010302
HNRNPA1,BPTF,5.267992085
ZNF660,ZCCHC24,5.267953988
CREB3L2,TTYH2,5.267949322
TAGLN2,CD82,5.26792256
TRIB1,SLC46A2,5.267891017
MBD1,MRPS7,5.267828227
LYL1,EIF2AK1,5.26778046
RFX1,RETREG1,5.267562202
ZFP41,TSTD1,5.267262479
PRNP,SLC39A13,5.266959996
MGA,NRM,5.266951433
HP1BP3,ATP13A1,5.266902339
IRF7,ASIP,5.26635089
FOS,MTX1,5.266328948
LMO2,COMMD9,5.266145115
ID2,MIDN,5.265813672
CEBPD,ACADVL,5.2657864
KLF4,ROCK1,5.26574
AKR1A1,ADI1,5.265439385
YBX1,MRPS12,5.265408087
CHD2,ETFRF1,5.265053966
GRHL1,NCK2,5.265025502
STAT6,CPSF3,5.26499525
ZEB1,FLT3,5.264843459
TFEC,TYROBP,5.264692786
RPL35,CMPK1,5.264601515
CNOT4,RHOH,5.264584798
CAT,TPP1,5.264582162
ATF4,WASHC3,5.264569512
H2AFY,GSS,5.264311247
MTERF1,SLC9A6,5.26392447
KDM5A,P2RY14,5.26390657
MEF2C,CD226,5.263785461
ZEB2,AATBC,5.263709662
H2AFY,LY96,5.263653642
SPI1,EIF4EBP2,5.263444964
RPL6,ABCB8,5.263330144
PKM,SLC7A7,5.263311042
NFATC2,NUGGC,5.263010359
HSPA5,SLC39A7,5.262979703
RBM3,ACSL5,5.262913535
YBX1,P2RY2,5.262744414
SP3,WDR43,5.262734448
ENO1,PCBP2,5.262620461
FOS,TMEM218,5.262602613
ZNF131,OSBP,5.262538489
ZEB2,TAF4,5.262362115
BATF3,TRPS1,5.262204054
KLF4,DENND1A,5.262119152
CEBPB,SCARB2,5.261957667
H2AFY,RALB,5.261888521
SPI1,SIRPB1,5.261881518
PKM,DOK3,5.261579029
ANXA1,CD19,5.261553938
CEBPB,BIN1,5.261455335
P4HB,IMPDH1,5.261402287
ZNF683,NSG1,5.261389621
SP110,PEX11B,5.261387289
P4HB,EID1,5.261314586
CREB5,DYNC1LI2,5.261149323
H2AFY,GAB3,5.261093954
ZNF879,PTDSS2,5.261088687
ID1,CCR2,5.260998267
TCF7,NCOA7,5.260935203
CREB5,ZNF106,5.260376133
SND1,USP48,5.260079597
FEZ1,CAPN12,5.259988186
LMO2,TMEM14C,5.259961648
LRRFIP1,BTK,5.25977187
SP110,CAMK1D,5.259602295
HNRNPC,PITPNA,5.259491485
H1FX,TMPPE,5.259327737
CEBPB,SH3TC1,5.259134703
ENO1,NDUFB4,5.258980668
ETV2,DAPK2,5.258883496
ZEB2,ACTR3,5.258805591
SPI1,TNK2,5.258763158
ENO1,TOMM22,5.258704891
STAT4,RPL36AL,5.258690475
TCF4,GIMAP1,5.258668134
CREB5,MS4A6A,5.258638701
ANXA1,LAPTM5,5.258522112
SPI1,DLD,5.258406938
LRRFIP1,PLAGL2,5.258341875
DAB2,SAMD14,5.258266238
ZXDB,FPGT,5.258131862
YWHAE,MED13,5.257966874
RXRA,PABPC4,5.257897475
CEBPB,NUCB1,5.257759703
BACH1,RTN4,5.257669938
HHAT,TMEM170B,5.257641338
SPIB,RGS10,5.257445042
FOS,LILRA1,5.257432877
ZNF655,LINC00909,5.25718207
FOSB,PHKB,5.257128258
TPI1,MED4,5.257013868
H2AFY,PIAS1,5.256874349
SFPQ,02-Sep,5.256787799
H1FX,ETV3,5.256757886
HSPA5,MT-ND5,5.256696049
HSPA5,C4orf3,5.256647734
CEBPD,CFP,5.256613279
NAP1L1,SECTM1,5.256488398
NR4A1,ZHX1,5.256479051
FOS,STMN3,5.256434632
KLF4,ARHGDIA,5.256393971
DAB2,GATA1,5.256328428
TBX21,DNAJC1,5.256058071
SEMA4A,GPAA1,5.255509331
MAFB,PGK1,5.255484585
ZNF516,GMFB,5.255280855
LMO2,SYNE2,5.255224857
LRRFIP1,VAMP8,5.254983806
CEBPB,MCTS1,5.254895224
ANXA1,CPNE2,5.254751097
SRF,IMP3,5.254650556
ID2,AP2M1,5.254432529
PICK1,TAF13,5.254105922
XBP1,NCOA3,5.254005561
FOS,TRAC,5.253930544
ZEB2,PLEKHB2,5.253892975
FOS,FAM91A1,5.25375101
ZNF594,OLMALINC,5.253668891
CEBPA,OGT,5.253631353
LRRFIP1,NCOA1,5.253483773
GATA1,CD9,5.253282851
TPI1,SNX11,5.253168406
TPI1,RPL23,5.253122846
RXRA,SORT1,5.253038319
ZNF706,SERF2,5.252987943
HOXC4,B4GALT3,5.252986071
KLF2,IFITM2,5.252915942
KLF6,MTIF3,5.252850918
CEBPB,STAC3,5.252732711
RPL6,GZMM,5.252542092
P4HB,POP4,5.252108887
IRF8,MAP2K6,5.252053988
RPL6,SNRPB,5.251998014
PRDM1,LLGL2,5.251938496
H2AFY,HADHA,5.251854002
ZEB2,FKBP8,5.251720857
ZNF274,ZNF519,5.25164377
KLF4,SAT2,5.251447052
KLF10,TNFAIP2,5.251416324
MYLK,PGRMC1,5.251282546
TAGLN2,HLA-DRB5,5.251161428
APEX1,SNRPD2,5.251127315
RPL35,RPS17,5.251037458
TAGLN2,GOLGA2,5.250919106
FOXJ3,PRR11,5.250792893
KLF4,SKIL,5.250718567
LMO2,CHCHD10,5.250711975
TFE3,SELENOO,5.25065669
FOS,WASHC4,5.250654275
LMO2,PLEKHB2,5.250585845
ZNF385A,CELF1,5.250442033
ZNF559,IFITM1,5.250411048
KLF4,02-Sep,5.250342908
ZNF791,RABEP2,5.250313148
TCF7L1,ZNF329,5.250060073
EEF1D,C19orf33,5.249988673
SFPQ,TIMM13,5.249984529
STAT4,06-Sep,5.249922972
ZEB2,HNRNPH3,5.249748011
BATF3,PSMC4,5.249697422
HCLS1,HSD17B12,5.249664962
MAFB,CCDC22,5.249647221
CEBPB,PPP1R9B,5.249637832
ZNF674,S100Z,5.249614675
SPI1,AGPAT3,5.249590231
KLF4,NPEPPS,5.249503453
LMO2,PQLC3,5.249486069
KLF6,PELI2,5.249463142
CEBPB,GSE1,5.249328392
ENO1,AP2A2,5.249016867
PRDX5,RAP1B,5.248992261
ZEB2,CHD1,5.248983668
YY1,HNRNPUL1,5.248894482
POLE4,DMXL2,5.248710847
ING4,SF3B4,5.248650743
FOS,RBM26,5.248473887
RAB7A,AGPAT1,5.248262159
LRRFIP1,AZIN1,5.248185206
SEMA4A,COX7B,5.248179301
BACH1,AKAP10,5.248114628
VPS4B,ALOX12,5.247764137
LRRFIP1,CMTM7,5.247707454
KMT2A,HIST1H4C,5.247631157
DAB2,GP1BA,5.247619856
H2AFY,PPP4R3A,5.247574552
ZNF385A,PRKCD,5.247531799
RPL35,COX6B1,5.247313653
KLF4,RPS18,5.247206087
TFEB,POFUT1,5.247205789
XBP1,YWHAQ,5.247124186
PAX5,AC073111.5,5.24711857
MSRB3,HTR1F,5.246937121
RXRA,RCBTB2,5.24679095
YBX1,PRPF8,5.246771282
MEF2A,AL162231.2,5.246654118
MXD4,BIN2,5.246602069
LMO2,HEBP2,5.246601386
MAFB,PRKAG2,5.24651344
ZBTB47,SLC36A4,5.2464681
TFEC,CTSD,5.246415488
HCLS1,DNAJC1,5.246341858
PLAGL2,KBTBD11,5.246221545
ZNF674,ZNF562,5.245964617
KLF6,OXA1L,5.245645917
ETS1,TNFRSF25,5.245537317
MAFB,LAMP2,5.245384531
LMO2,CAPRIN1,5.245122488
POU2F2,INF2,5.245121028
KLF9,ESAM,5.245081749
TCF7L2,AP2A1,5.245005753
ZNF234,ABCE1,5.244789287
CAT,TKT,5.244353572
ZNF253,PACSIN1,5.24428376
ACAA1,GRIP1,5.244085365
HES1,BEST1,5.244046755
MYBL1,CMC1,5.243906149
RPL6,MATK,5.243869616
H2AFY,IFI27L2,5.243841977
BCL6,GLYR1,5.243745805
JUND,SLC35E1,5.243583358
ZNF780B,AC114956.1,5.243570292
KLF4,KCTD20,5.243063594
LRRFIP1,CSK,5.243001638
MYLK,SENCR,5.242732791
RBPJ,LRMP,5.242555973
CREB5,ALDH2,5.24251637
MAFB,CD2BP2,5.242390973
KLF6,GRK3,5.242390328
RBM3,EIF3K,5.242378703
RAN,TMSB4X,5.242357938
GTF3A,TLE1,5.242325301
FOSB,PARP8,5.242306327
NCALD,PRF1,5.242286925
PRDX5,AP001189.1,5.242279813
CEBPD,SLC27A3,5.242240933
KLF4,PER1,5.242221831
NR1H2,MCUR1,5.242119047
KLF4,PHC2,5.241975944
BCLAF1,ZNF514,5.241941803
PKM,CLIC1,5.241844813
SREBF2,CCDC6,5.241763392
H2AFY,WDFY1,5.241742347
RBM3,CLNS1A,5.241532551
ANXA1,CNPY3,5.241450045
KLF11,GOLT1B,5.241377578
LRRFIP1,AKIRIN2,5.241313963
UBB,B3GALT4,5.241254135
FOSL2,DGAT2,5.241140664
MTHFD1,MICAL3,5.241096837
JUNB,TCF7,5.240951554
ENO1,PDIA3,5.240914492
RPS10,PRMT1,5.240871979
ZNF225,DCTN4,5.240841034
SREBF1,SELENON,5.240795138
FOS,SF3B6,5.240784725
GRHL1,SPARC,5.240724479
YBX1,TXN,5.240708057
XBP1,FA2H,5.240648963
KLF10,ANO6,5.240546957
BCL11A,APPL1,5.24040945
FOXK1,VHL,5.240183606
SNRNP70,KMT2A,5.240138146
HNRNPA1,C6orf48,5.239829186
ZNF792,JAKMIP1,5.239775784
KLF6,S100Z,5.239737691
IVD,ATP13A1,5.239647928
RXRA,LCK,5.238957484
RPS4X,TGFB1,5.238885947
ENO1,APRT,5.238717417
KLF6,CNIH1,5.238700428
ANXA1,WSB2,5.238683512
RPS4X,ATP5F1E,5.238303694
TCF7,LY9,5.238263985
ZEB1,IRF8,5.238198401
CANX,TGFBI,5.237777145
GADD45A,PPBP,5.237747214
ZEB2,DOCK2,5.237704474
RUNX3,SMIM25,5.237315451
GIT2,TMEM91,5.237291979
KLF6,ATP2A2,5.237214748
BACH1,TIMP2,5.237020604
CEBPB,BTF3,5.236934025
FOS,NRIP1,5.236928466
ANXA1,EIF1,5.236906365
ZNF562,UBL3,5.236845464
RPS4X,PTGDR,5.236704796
IRF8,BTLA,5.236694632
LMO2,OTULINL,5.236546403
LMO2,LAMTOR4,5.236513987
SPI1,ZEB2-AS1,5.236471307
TCF7L2,ZEB2,5.236408523
JUND,CSF3R,5.236276785
FOSB,DAZAP2,5.235955661
STAT1,09-Sep,5.235819061
ZNF558,HELB,5.235674847
CEBPD,CHMP2B,5.235515069
H2AFY,SLC12A7,5.235375669
FOS,CARD11,5.23537541
STAT2,GGA3,5.23536299
CEBPA,DPYSL2,5.235288387
BCL11A,KDM5A,5.234947103
ZNF19,C12orf66,5.234831556
ZNF684,TNFRSF21,5.234802844
RPL35,MRPL22,5.234567906
NAP1L1,RAP2A,5.23436487
MAFB,SLC43A2,5.234321534
LEF1,SCML4,5.234235776
JUND,EIF4A1,5.234136831
LYL1,VPS13C,5.234025691
LMO2,ADAP2,5.23383301
ETV6,SLC30A9,5.23367156
UBB,TAPBP,5.233640015
RPL6,DOCK10,5.233592907
ZNF552,ELOVL4,5.233562248
RAB18,ATP6V0A1,5.233505998
XBP1,PDIA3,5.233356832
DIS3,TTC38,5.233342779
YWHAE,COX4I1,5.233289439
CEBPA,VPS29,5.233193175
BBX,CNNM4,5.233121917
SEMA4A,UQCRC1,5.233107473
LRRFIP1,TMBIM6,5.233004051
LMO2,AP5B1,5.232928966
SPIB,TMEM109,5.23291401
MNT,PIGA,5.232856614
TBX21,RAC2,5.23259008
EBF1,CD72,5.232505422
YBX1,DNAJC7,5.232382552
GRHPR,KLF13,5.23234289
KLF4,DNAJC13,5.232207615
SP110,ACP5,5.232189871
HINFP,ERAP2,5.23166525
HDAC1,STMN3,5.23139103
ZNF211,PRMT7,5.231270678
H2AFY,DOCK11,5.231117066
KDM2A,SS18,5.23091565
HOXB3,PRF1,5.230263289
STAT6,ARF3,5.230208581
RPS10,CLU,5.230138588
EGR1,AC068282.1,5.230121474
YWHAE,GORASP2,5.229984703
ZXDB,CADM4,5.22974429
EEF1D,C1QBP,5.229562285
SPI1,COMMD7,5.229533204
YBX1,SPCS2,5.22943299
ZNF195,SAMSN1,5.229377084
HHEX,TCF7,5.229022729
ZBTB11,DDX18,5.228991219
FOS,LFNG,5.228881924
RARA,UQCC2,5.228869893
STAT4,MYL12A,5.228754375
CEBPB,EXT1,5.228601477
FOS,USP34,5.228544135
KLF6,TET2,5.228472389
POLE3,SMARCC1,5.228410499
GLI1,SEMA4B,5.22834567
PKM,RBBP6,5.228309048
ANXA1,PNP,5.228191429
IRF8,ZNRF2,5.228091923
TCF4,FCRL1,5.227973239
CREB5,TLR2,5.227908571
RXRA,ATG16L2,5.227794625
SEMA4A,DGUOK,5.227654498
ZEB2,SH3YL1,5.227504678
RPL35,PSME1,5.227483777
NFE2L1,EIF3B,5.227479021
KLF7,FHL3,5.227408166
NAP1L1,CKS1B,5.227389692
CEBPB,CCNI,5.227299013
AVEN,MRI1,5.227292171
GLYCTK,AKR1C3,5.227222612
YWHAE,PSMB2,5.227211255
RBM3,RPL28,5.226817841
RPS4X,DHPS,5.22675545
CEBPD,MGST2,5.226617438
RPL6,PRR13,5.22628331
